category_tree,service_name,stats_category
Epilazione Uomo,Cera Schiena Uomo,Ceretta
Epilazione Uomo,Cera Spalle Uomo,Ceretta
Epilazione Uomo,Cera Torace + Addome Uomo,Ceretta
Epilazione Uomo,Cera Gambe Uomo,Ceretta
Epilazione Uomo,Cera Braccia Uomo,Ceretta
Skin Donna,Skin Mento,Ceretta
Skin Donna,Skin Sopracciglia,Ceretta
Skin Donna,Skin Labiale,Ceretta
Skin Donna,Skin Viso,Ceretta
Skin Donna,Skin Inguine,Ceretta
Skin Donna,Skin Inguine Brasiliano,Ceretta
Skin Donna,Skin Inguine Totale,Ceretta
Skin Donna,Skin Gambe,Ceretta
Skin Donna,Skin 1/2 Gambe,Ceretta
Skin Donna,Skin Braccia,Ceretta
Skin Donna,Skin Ascelle,Ceretta
Skin Donna,Skin Glutei,Ceretta
Skin Donna,Skin Schiena,Ceretta
Skin Donna,Skin Petto,Ceretta
Skin Donna,Skin Addome + Petto,Ceretta
Skin Uomo,Skin Torace Uomo,Ceretta
Skin Uomo,Skin Schiena Uomo,Ceretta
Skin Uomo,Skin Spalle Uomo,Ceretta
Skin Uomo,Skin Torace + Addome Uomo,Ceretta
Skin Uomo,Skin Gambe Uomo,Ceretta
Skin Uomo,Skin Braccia Uomo,Ceretta
Epilazione Laser - Diodo Uomo,Diodo Uomo Mezzo Braccia,Ceretta
Epilazione Laser - Diodo Uomo,Diodo Uomo Braccia,Ceretta
Epilazione Laser - Diodo Uomo,Diodo Uomo Mezza Gamba,Epilazione laser
Epilazione Laser - Diodo Uomo,Diodo Uomo Cosce,Epilazione laser
Epilazione Laser - Diodo Uomo,Diodo Uomo Gambe,Epilazione laser
Epilazione Laser - Diodo Uomo,Diodo Uomo Schiena Parziale,Epilazione laser
Epilazione Laser - Diodo Uomo,Diodo Uomo Schiena,Epilazione laser
Epilazione Laser - Diodo Uomo,Diodo Uomo Torace + Addome,Ceretta
Epilazione Laser - Diodo Uomo,Diodo Uomo Addome,Epilazione laser
Epilazione Laser - Diodo Uomo,Diodo Uomo Torace,Ceretta
Epilazione Laser - Diodo Donna,Diodo Mani o Piedi,Epilazione laser
Epilazione Laser - Diodo Donna,Diodo Glutei,Epilazione laser
Epilazione Laser - Diodo Donna,Diodo Schiena Parziale,Epilazione laser
Epilazione Laser - Diodo Donna,Diodo Schiena,Epilazione laser
Epilazione Laser - Diodo Donna,Diodo Decolte,Ceretta
Epilazione Laser - Diodo Donna,Diodo Addome,Epilazione laser
Epilazione Laser - Diodo Donna,Diodo Basette,Epilazione laser
Epilazione Laser - Diodo Donna,Diodo Viso (mento +  basette + labiale) ,Epilazione laser
Epilazione Laser - Diodo Donna,Diodo Mento,Epilazione laser
Epilazione Laser - Diodo Donna,Diodo Labiale,Ciglia/Sopracciglia
Epilazione Laser - Diodo Donna,Diodo Cosce,Ceretta
Epilazione Laser - Diodo Donna,Diodo Mezza Gamba,Ceretta
Epilazione Laser - Diodo Donna,Diodo Gambe,Epilazione laser
Epilazione Laser - Diodo Donna,Diodo Mezzo Braccio,Ceretta
Epilazione Laser - Diodo Donna,Diodo Braccia,Epilazione laser
Epilazione Laser - Diodo Donna,Diodo Ascelle,Epilazione laser
Epilazione Laser - Diodo Donna,Diodo Inguine Totale,Epilazione laser
Epilazione Laser - Diodo Donna,Diodo Inguine Brasiliano,Ceretta
Epilazione Laser - Diodo Donna,Diodo Inguine,Ceretta
Massaggi,Massaggio Linfodrenaggio Vodder,Massaggio
Massaggi,Massaggio ai Sali del Mar Morto,Massaggio
Massaggi,Massaggio Emolinfatico,Massaggio
Massaggi,Massaggio Lipomassage Anticellulite,Massaggio
Massaggi,Massaggio Circolatorio,Massaggio
Massaggi,Massaggio Decontratturante,Massaggio
Massaggi,Massaggio Antistress,Massaggio
Massaggi,Massaggio Connettivale,Massaggio
Massaggi,Massaggio Thai Foot,Massaggio
Massaggi,Massaggio Bamboo Massage,Massaggio
Massaggi,Massaggio Hotstone,Massaggio
Massaggi,Massaggio Candle,Massaggio
Massaggi,Massaggio Ayurvedico,Massaggio
Massaggi,Massaggio Oli Caldi,Massaggio
Massaggi,Massaggio Plantare,Massaggio
Massaggi,Massaggio Riflessologia Plantare,Massaggio
Massaggi,Massaggio Schiena 30 min.,Massaggio
Massaggi,Massaggio Antistress 30 min.,Massaggio
Massaggi,Massaggio Gambe 30 min.,Massaggio
Massaggi,Massaggio + Sauna,Massaggio
Massaggi,Massaggio di Coppia,Consulenza
Ceretta,Labbro Superiore,Ceretta
Ceretta,Gambe intere,Ceretta
Ceretta,Gambe + Inguine,Ceretta
Ceretta,Inguine Bikini,Ceretta
Ceretta,Inguine Integrale,Ceretta
Ceretta,Braccia,Ceretta
Ceretta,Sopracciglia,Ciglia/Sopracciglia
Ceretta,Metà gamba inferiore,Ceretta
Ceretta,Metà gamba superiore + Gluteo,Ceretta
Ceretta,Ascelle,Ceretta
Manicure,Manicure dry + lucido UV,Manicure
Manicure,Manicure dry con smalto classico,Manicure
Manicure,Manicure dry+ Smalto semipermanente rinforzato,Manicure
Manicure,Manicure dry + refill semipermanente monocolore,Manicure
Manicure,Rimozione semi + manicure dry,Manicure
Manicure,Manicure dry + copertura gel,Manicure
Manicure,Ricostruzione corta,Manicure
Manicure,Ricostruzione media,Manicure
Manicure,Ricostruzione media con French a muretto,Manicure
Manicure,Ricostruzione estrema,Manicure
Manicure,Ricostruzione estrema con French a muretto,Manicure
Manicure,Refill corto,Manicure
Manicure,Refill media/estrema,Manicure
Manicure,Refil con French a Muretto,Manicure
Manicure,Rimozione gel ,Manicure
Manicure,Ricostruzione singola unghia,Manicure
Manicure,Ripasso Lucido,Manicure
Manicure,Nailart semplice,Manicure
Manicure,Nailart complessa,Manicure
Manicure,Nailart cartoon/disegno ,Manicure
Pedicure,Pedicure estetico ,Pedicure
Pedicure,Pedicure con Callus remover ,Pedicure
Pedicure,Pedicure dry + semipermanente,Pedicure
Pedicure,Pedicure con Callus remover + semipermanente,Pedicure
Pedicure,Ricostruzione dell'alluce ,Trattamento capelli
Ciglia,Laminazione ciglia,Ciglia/Sopracciglia
Ciglia,Laminazione sopracciglia,Ciglia/Sopracciglia
Ciglia,Laminazione ciglia + sopracciglia,Ciglia/Sopracciglia
Ciglia,Hennè sopracciglia + design ,Ciglia/Sopracciglia
Ciglia,Extension ciglia,Ciglia/Sopracciglia
Ciglia,Refil Extension ciglia ,Ciglia/Sopracciglia
Ciglia,Rimozione Extension ciglia ,Ciglia/Sopracciglia
Filo Arabo,Epilazione con filo Arabo viso totale,Ceretta
Filo Arabo,Sopracciglia,Ciglia/Sopracciglia
Filo Arabo,Epilazione labbro superiore ,Ceretta
Trattamenti Viso,Pulizia viso,Trattamenti viso
Trattamenti Viso,Trattamento Anti-age con fili di collagene,Trattamenti viso
Trattamenti Viso,Make-up,Makeup/Trucco
Promozioni Fisse,Refil mani + semipermanente piedi,Epilazione laser
Promozioni Fisse,"Cera completa (gambe, inguine, braccia+ ascelle)",Ceretta
Promozioni Fisse,Baffetto e sopracciglia ,Ceretta
Consulenza,Consulenza Armocromia ,Consulenza
Pedicure,Taglio unghie e Mani,Epilazione laser
Parrucchiere,Taglio donna,Taglio
Parrucchiere,Taglio uomo,Ceretta
Parrucchiere,Piega,Piega
Estetista,Ricostruzione unghie,Manicure
Uomo > Capelli,Taglio solo macchinetta,Taglio
Uomo > Capelli,Shampoo + Taglio,Taglio
Donna,Taglio Donna,Taglio
Uomo > Barba,Barba,Barba
Uomo > Barba,Barba solo Clipper,Barba
Donna,Taglio e Piega,Consulenza
Donna,Taglio e piega lunga,Barba
Donna,Piega,Piega
Donna,Piega Lunga,Piega
Uomo > Capelli,Taglio e Barba,Taglio e barba
Uomo > Capelli,Taglio,Taglio
Maschile,Taglio Uomo,Ceretta
Da eliminare > *Non Prenotabili da Eliminare,Taglio - Capelli Corti,Balayage
Non Prenotabili,Taglio,Taglio
Da eliminare > *Non Prenotabili da Eliminare,Taglio - Capelli Lunghi,Ceretta
Da eliminare > *Non Prenotabili da Eliminare,Taglio Bimbo/A - Capelli Corti,Balayage
Non Prenotabili,Taglio Bimbo/A,Taglio
Da eliminare > *Non Prenotabili da Eliminare,Taglio Bimbo/A - Capelli Lunghi,Ceretta
Maschile,Piega - Capelli Corti,Piega
Non Prenotabili,Piega - Capelli Medi,Piega
Non Prenotabili,Piega - Capelli Lunghi,Piega
Da eliminare > *Non Prenotabili da Eliminare,App Ritocco Colore - Capelli Corti,Colore
Non Prenotabili,Ritocco Colore,Colore
Da eliminare > *Non Prenotabili da Eliminare,App Ritocco Colore - Capelli Lunghi,Balayage
Da eliminare > *Non Prenotabili da Eliminare,App Colore Completo - Capelli Corti,Colore
Non Prenotabili,Colore Completo ,Colore
Da eliminare > *Non Prenotabili da Eliminare,App Colore Completo - Capelli Lunghi,Balayage
Da eliminare > *Non Prenotabili da Eliminare,App Meches Parziali - Capelli Corti,Balayage
Non Prenotabili,Meches Parziali,Meches
Da eliminare > *Non Prenotabili da Eliminare,App Meches Parziali - Capelli Lunghi,Balayage
Da eliminare > *Non Prenotabili da Eliminare,App Meches Completo - Capelli Corti,Balayage
Non Prenotabili,Meches Completo,Meches
Da eliminare > *Non Prenotabili da Eliminare,App Meches Completo - Capelli Lunghi,Balayage
Da eliminare > *Non Prenotabili da Eliminare,App Balayage - Capelli Corti,Balayage
Non Prenotabili,Balayage,Balayage
Da eliminare > *Non Prenotabili da Eliminare,App Balayage - Capelli Lunghi,Balayage
Da eliminare > *Non Prenotabili da Eliminare,App Degradè - Capelli Corti,Balayage
Non Prenotabili,Degradè,Degradè
Da eliminare > *Non Prenotabili da Eliminare,App Degradè - Capelli Lunghi,Balayage
Da eliminare > *Non Prenotabili da Eliminare,App Permanente - Capelli Corti,Balayage
Non Prenotabili,Permanente,Permanente
Da eliminare > *Non Prenotabili da Eliminare,App Permanente - Capelli Lunghi,Balayage
Da eliminare > *Non Prenotabili da Eliminare,App Riflessante - Capelli Corti,Balayage
Non Prenotabili,Riflessante,Riflessante
Da eliminare > *Non Prenotabili da Eliminare,App Riflessante - Capelli Lunghi,Balayage
Da eliminare > *Non Prenotabili da Eliminare,App Keratina - Capelli Corti,Keratina
Non Prenotabili,Keratina,Keratina
Da eliminare > *Non Prenotabili da Eliminare,App Keratina - Capelli Lunghi,Keratina
Da eliminare > *Non Prenotabili da Eliminare,Asciugatura per Keratina - Capelli Corti,Keratina
Da eliminare > *Non Prenotabili da Eliminare,Tonalizzante - Capelli Corti,Balayage
Non Prenotabili,Tonalizzante,Tonalizzante
Da eliminare > *Non Prenotabili da Eliminare,Tonalizzante - Capelli Lunghi,Ceretta
Da eliminare > *Non Prenotabili da Eliminare,Trattamento Botox - Capelli Corti,Balayage
Non Prenotabili,Trattamento Botox,Trattamento capelli
Da eliminare > *Non Prenotabili da Eliminare,Trattamento Botox - Capelli Lunghi,Ceretta
Da eliminare > *Non Prenotabili da Eliminare,Laminazione - Capelli Corti,Balayage
Non Prenotabili,Laminazione ,Ciglia/Sopracciglia
Da eliminare > *Non Prenotabili da Eliminare,Laminazione - Capelli Lunghi,Ceretta
Da eliminare > *Non Prenotabili da Eliminare,Trat Pulizia Cute - Capelli Corti,Pulizia cute
Non Prenotabili,Pulizia Cute,Pulizia cute
Da eliminare > *Non Prenotabili da Eliminare,Trat Pulizia Cute - Capelli Lunghi,Pulizia cute
Da eliminare > Capelli Corti > Senza Taglio,Aggiunta Piega Piastra Tempo in più,Piega piastra
Femminile > Senza Taglio,Aggiunta Piega Piastra Tempo in più,Piega piastra
Da eliminare > Capelli Lunghi > Senza Taglio,Aggiunta Piega Piastra Tempo in più,Piega piastra
Maschile,Taglio Uomo Enrico,Ceretta
Maschile,Taglio Studente,Taglio
Maschile,Spuntata,Balayage
Da eliminare > Capelli Corti > Con Taglio,Frangia,Taglio
Femminile > Con Taglio,Frangia,Taglio
Da eliminare > Capelli Lunghi > Con Taglio,Frangia,Taglio
Maschile,Barba,Barba
Maschile,Modellatura Barba,Barba
Maschile,Contropermanente Uomo,Ceretta
Maschile,Permanente Uomo,Permanente
Da eliminare > Capelli Corti > Senza Taglio,Extencion (1 pacco),Taglio
Da eliminare > Capelli Corti > Senza Taglio,Smontaggio extencion,Balayage
Da eliminare > Capelli Corti > Senza Taglio,Pulizia extencion,Taglio
Femminile > Senza Taglio,Extencion (1 pacco),Taglio
Femminile > Senza Taglio,Smontaggio extencion,Taglio
Femminile > Senza Taglio,Pulizia extencion,Taglio
Da eliminare > Capelli Lunghi > Senza Taglio,Extencion (1 pacco),Taglio
Da eliminare > Capelli Lunghi > Senza Taglio,Smontaggio extencion,Keratina
Da eliminare > Capelli Lunghi > Senza Taglio,Pulizia extencion,Taglio
Da eliminare > Capelli Corti > Con Taglio,Taglio,Taglio
Maschile,Riflessante,Riflessante
Maschile,Colore Uomo,Ceretta
Maschile,Decolorazione,Balayage
Maschile,Meches,Meches
Maschile,*Maschera,Keratina
Maschile,*Maschera Colorata,Keratina
Non Prenotabili,Frangia,Balayage
Manicure,Manicure,Manicure
Manicure,Manicure più Paraffina o Impacco Idratante,Manicure
Manicure,Taglio Unghie Mani,Manicure
Manicure,Cambio Smalto Normale,Manicure
Manicure, Smalto Semipermanente Mani,Manicure
Manicure,Refill Semipermanente Mani,Manicure
Manicure,Rimozione Semi + Manicure ,Manicure
Manicure,Copertura Gel,Manicure
Manicure,Ricostruzione Corta,Manicure
Manicure,Ricostruzione Media,Manicure
Manicure,Ricostruzione Estrema ,Manicure
Manicure,Refill Corto,Manicure
Manicure,Refill Media/Estrema,Manicure
Manicure,Rimozione Gel,Manicure
Manicure,Ricostruzione Singola Unghia,Manicure
Manicure,Nailart Semplice 2 Unghie,Manicure
Manicure,Nailart Complessa 2 Unghie,Manicure
Manicure,Nailart Disegno 2 Unghie,Manicure
Pedicure,Pedicure ,Pedicure
Pedicure,Semipermanente Piedi no Pedicure,Pedicure
Pedicure,Pedicure + Semipermanente,Pedicure
Pedicure,Pedicure + Paraffina,Pedicure
Pedicure,Ricostruzione dell'Alluce,Trattamento capelli
Pedicure,Callo,Pedicure
Pedicure,Taglio Unghie,Manicure
Pedicure,Pedicure a Domicilio ,Pedicure
Sopracciglia & Ciglia,Laminazione Ciglia,Ciglia/Sopracciglia
Sopracciglia & Ciglia,Laminazione sopracciglia,Ciglia/Sopracciglia
Sopracciglia & Ciglia,Laminazione Ciglia + Sopracciglia,Ciglia/Sopracciglia
Sopracciglia & Ciglia,Bio Tattoo Hennè Sopracciglia + Architettura,Ciglia/Sopracciglia
Sopracciglia & Ciglia,Bio Tattoo  Sopracciglia Senza Architettura,Ciglia/Sopracciglia
Sopracciglia & Ciglia,Allungamento Ciglia One to One,Ciglia/Sopracciglia
Ceretta,Gambe Intere Senza Inguine,Ceretta
Ceretta,Gambe + Inguine,Ceretta
Ceretta,Gambe + Inguine + Braccia + Ceretta Viso,Ceretta
Ceretta,Inguine Bikini,Ceretta
Ceretta,Inguine Integrale,Ceretta
Ceretta,Braccia,Ceretta
Ceretta,Gluteo,Ceretta
Ceretta,Metà Gamba Inferiore,Ceretta
Ceretta,Metà Gamba Superiore,Ceretta
Ceretta,Ascelle,Ceretta
Ceretta,Labbro Superiore ,Ceretta
Sopracciglia & Ciglia,Sopracciglia con Pinzetta o Ceretta,Ciglia/Sopracciglia
Ceretta,Labbro Superiore + Sopracciglia,Ceretta
Trattamenti Viso,Ago Elettro-Epilazione Viso ,Trattamenti viso
Trattamenti Viso,Pulizia Viso con Vapore,Trattamenti viso
Trattamenti Viso,Pulizia Viso con Hydra Face (ossigeno),Trattamenti viso
Trattamenti Viso,Trattamento Viso Specifico Base,Barba
Trattamenti Viso,Trattamento Anti-Age,Trattamenti viso
Trattamenti Viso,Trattamento di Radio-Frequenza Viso,Barba
Trattamenti Viso,Make-up ,Makeup/Trucco
Trattamenti Corpo,Scrub Viso/Corpo Senza Massaggio ,Trattamenti Corpo
Trattamenti Corpo,Scrub Viso/Corpo + Massaggio Relax 50 min,Trattamenti Corpo
Trattamenti Corpo,Massaggio Gambe Defaticante /Drenanate,Massaggio
Trattamenti Corpo,Massaggio Total Boody Relax,Massaggio
Trattamenti Corpo,Massaggio Schiena Relax,Massaggio
Trattamenti Corpo,"Trattamento con Bendaggi (Drenanti, Riducenti) + Pressomassaggio",Trattamenti Corpo
Trattamenti Corpo,Pressomassaggio Senza Bendaggi,Trattamenti Corpo
Trattamenti Corpo,Trattamento Corpo con Radio-Frequenza Chiedere Info,Trattamenti Corpo
Trattamenti Corpo,Trattamento Corpo Cosmetico Personalizzato Chiede Info,Trattamenti Corpo
Sauna,Sauna + Scrub Corpo ,Trattamenti Corpo
Sauna,Sauna + Scrub Corpo + Massaggio Relax ,Trattamenti Corpo
Sauna,Sauna + Max Parziale,Ceretta
Sauna,Sauna + Max Tot ,Balayage
Consulenza,Consulenza Viso,Consulenza
Consulenza,Consulenza Corpo,Consulenza
Sopracciglia & Ciglia,Refil Ciglia One to One,Ciglia/Sopracciglia
Sauna,Sauna max 2 pers 15 min max,Massaggio
Sopracciglia & Ciglia,Tinta Sopracciglia ,Ciglia/Sopracciglia
Ceretta,Depilzione Petto Uomo ,Ceretta
Ceretta,Depilazione Schiena Uomo,Ceretta
Ceretta > Ceretta Donna,Labbro Superiore,Ceretta
Ceretta > Ceretta Donna,Gambe intere,Ceretta
Ceretta > Ceretta Donna,Gambe + Inguine,Ceretta
Ceretta > Ceretta Donna,Inguine Bikini,Ceretta
Ceretta > Ceretta Donna,Inguine Integrale,Ceretta
Ceretta > Ceretta Donna,Braccia,Ceretta
Ceretta > Ceretta Donna,Gluteo,Ceretta
Ceretta > Ceretta Donna,Metà gamba inferiore,Ceretta
Ceretta > Ceretta Donna,Metà gamba superiore,Ceretta
Ceretta > Ceretta Donna,Ascelle,Ceretta
Trattamenti viso,Pulizia viso,Trattamenti viso
Trattamenti viso,Trattamento Hydra Skin,Barba
Trattamenti viso,Trattamento Anti-age,Trattamenti viso
Trattamenti viso,Radiofrequenza Viso,Trattamenti viso
Trattamenti viso,Trattamento agli Alfa-idrossiacidi (anti-macchie) Geneo,Trattamenti viso
Ceretta > Ceretta Donna,Sopracciglia Pinzetta,Ciglia/Sopracciglia
Ceretta > Ceretta Donna,Sopracciglia con ceretta + pinzetta,Ceretta
Trattamento Epilazione Laser Donna,Laser Gambe Intere,Epilazione laser
Trattamento Epilazione Laser Donna,Laser Metà Gambe Superiore,Epilazione laser
Trattamento Epilazione Laser Donna,Laser Metà Gambe Inferiore,Epilazione laser
Trattamento Epilazione Laser Donna,Laser Gambe + Inguine,Epilazione laser
Trattamento Epilazione Laser Donna,Laser Inguine Bikini,Ceretta
Trattamento Epilazione Laser Donna,Laser Inguine Integrale,Epilazione laser
Trattamento Epilazione Laser Donna,Laser Baffetto,Ceretta
Trattamento Epilazione Laser Donna,Laser Viso Completo,Epilazione laser
Trattamento Epilazione Laser Donna,Laser Mento Ristretto,Epilazione laser
Trattamento Epilazione Laser Donna,Laser Mento Esteso,Epilazione laser
Trattamento Epilazione Laser Donna,Laser Ascelle,Epilazione laser
Trattamento Epilazione Laser Donna,Laser Glutei,Epilazione laser
Trattamento Epilazione Laser Donna,Laser Mani,Epilazione laser
Trattamento Epilazione Laser Donna,Laser Piedi,Consulenza
Trattamento Epilazione Laser Donna,Laser Petto,Epilazione laser
Trattamento Epilazione Laser Donna,Laser Linea Alba,Consulenza
Trattamento Epilazione Laser Donna,Laser Braccia,Epilazione laser
Trattamento Epilazione Laser Uomo,Laser Gambe,Epilazione laser
Trattamento Epilazione Laser Uomo,Laser Deltoidi,Ceretta
Trattamento Epilazione Laser Uomo,Laser Ascelle,Epilazione laser
Trattamento Epilazione Laser Uomo,Laser Braccia,Epilazione laser
Trattamento Epilazione Laser Uomo,Laser Petto,Epilazione laser
Manicure,Manicure,Manicure
Manicure,Gel Mani,Manicure
Manicure,Semipermanente Mani,Manicure
Manicure,Ozono Mani,Manicure
Pedicure,Pedicure Profondo Curativo,Pedicure
Pedicure,Pedicure Estetico + Smalto Classico,Pedicure
Pedicure,Pedicure Profondo + Smalto Semipermanente,Pedicure
Pedicure,Ozono Piedi,Epilazione laser
Trattamenti Corpo,Massaggio Decontratturante,Massaggio
Trattamenti Corpo,Scrub Viso Corpo,Trattamenti Corpo
Trattamenti Corpo,Massaggio Drenante,Massaggio
Trattamenti Corpo,Massaggio Total Body Relax,Massaggio
Trattamenti Corpo,Massaggio Total Body  Relax,Massaggio
Trattamenti Corpo,"Trattamento con Bendaggi (Drenanti, Riducenti, Tonificanti)",Trattamenti Corpo
Trattamenti Corpo,Hot Stone Massage,Massaggio
Trattamenti Corpo,Ayurveda,Massaggio
Estetica Avanzata,Endosphere Parziale,Ceretta
Estetica Avanzata,Endosphere Totale,Ceretta
Estetica Avanzata,Ultras/Radio-Frequenza Parziale,Ceretta
Estetica Avanzata,Ultras/Radio-Frequenza Totale,Ceretta
Estetica Avanzata,EM Scult,Balayage
Estetica Avanzata,DERMAPEN,Balayage
Trattamenti Corpo,Montaggio Presso Terapia,Presso terapia
Trattamenti Corpo,Trattamento Presso Terapia,Trattamenti Corpo
Trattamenti viso,Detersione viso,Trattamenti viso
Ceretta > Ceretta Uomo,Petto,Ceretta
Ceretta > Ceretta Uomo,Schiena,Ceretta
Ceretta > Ceretta Uomo,Braccia,Ceretta
Ceretta > Ceretta Uomo,Gambe,Ceretta
Ceretta > Ceretta Uomo,Ascelle,Ceretta
Trattamento Epilazione Laser Uomo,Laser Schiena,Epilazione laser
Pedicure,Semipermanente Piedi,Pedicure
Manicure,Ricostruzione mani,Manicure
Spa,Spa + Massaggio 30',Manicure
Spa,Spa + Massaggio 50',Massaggio
Trattamenti viso,LAMINAZIONE CIGLIA ,Ciglia/Sopracciglia
Ceretta > Ceretta Uomo,Addome ,Ceretta
Trattamento Epilazione Laser Uomo,Laser addome ,Epilazione laser
Trattamento Epilazione Laser Donna,Laser Total Body,Consulenza
Capelli,Taglio e Shampoo Specifico,Taglio
Capelli,Rasatura a macchinetta (No sfumatura),Barba
Barba,Modellatura Barba con Panni Caldi,Barba
Barba,Barba Disegnata ~ no Panni Caldi,Barba
Barba,Rasatura Barba a Lama,Barba
Combo,"Taglio, Shampoo e Trattamento Viso Anti-Age+ Maschera con acido ialuronico ",Trattamenti viso
Combo,Barba con panni caldi e Trattamento  Viso Anti-Age + Maschera con  acido ialuronico ,Trattamenti viso
Combo,"Taglio, Shampoo e Modellatura Barba con panni caldi ",Taglio e barba
Combo,"Taglio, Shampoo e Barba Disegnata NO panni caldi",Taglio e barba
Combo,Rasatura Testa e Barba con panni caldi,Barba
Combo,"Taglio, Shampoo e Modellatura Barba e Trattamento Viso anti age + maschera con acido ialuronico ",Trattamenti viso
Capelli,Taglio e Shampoo + Ritual Anti Forfora/Anti Caduta/Anti Sebo/ Cute Secca,Trattamenti viso
Capelli,"Taglio, Shampoo e Trattamento  Viso Anti-Age + Maschera  con acido ialuronico ",Trattamenti viso
Barba,Barba con panni caldi e Trattamento  Viso Anti-Age + Maschera con  acido ialuronico ,Barba
Manicure,Dry Manicure ,Manicure
Manicure,Dry Manicure+Semipermanente,Manicure
Manicure,Dry Manicure+Gel+ Semipermanente,Manicure
Manicure,French Exstra,Manicure
Manicure,Nail Art ,Manicure
Manicure,Riparazione Unghia Singola ,Manicure
Manicure,Ricostruzione acrygel ,Manicure
Manicure,Ricostruzione Allungamento,Manicure
Manicure,Dry Manicure Maschile,Manicure
Pedicure,Dry Pedicure Estetico,Pedicure
Pedicure,Dry Pedicure Curativo ,Pedicure
Pedicure,Dry Pedicure +Semipermanente,Pedicure
Pedicure,Dry Pedicure +Gel,Pedicure
Pedicure,Ricostruzione Unghia singola,Manicure
Ceretta,Sopracciglia,Ciglia/Sopracciglia
Ceretta,Labbro Superiore,Ceretta
Ceretta,Total Body,Consulenza
Ceretta,Gambe + Inguine,Ceretta
Ceretta,Parziale Gambe + Inguine,Ceretta
Ceretta,Inguine,Ceretta
Ceretta,Braccia,Ceretta
Ceretta,Gluteo,Ceretta
Ceretta,Parziale Gambe,Ceretta
Ceretta,Ascelle,Ceretta
Ceretta,Labbro Superiore + Sopracciglia ,Ceretta
Extension Ciglia,Effetto one to one,Ciglia/Sopracciglia
Extension Ciglia,Effetto 2D e 3D ,Ciglia/Sopracciglia
Extension Ciglia,Effetto 4D e 5D,Ciglia/Sopracciglia
Extension Ciglia,Effetto 6D,Ciglia/Sopracciglia
Extension Ciglia,Curvatura L M,Ciglia/Sopracciglia
Laminazione,Laminazione Ciglia,Ciglia/Sopracciglia
Laminazione,Laminazione Sopracciglia,Ciglia/Sopracciglia
Laminazione,Laminazione Ciglia e Sopracciglia ,Ciglia/Sopracciglia
Tatuaggio,Henne Sopracciglia,Ciglia/Sopracciglia
Tatuaggio,Micropigmentazione Sopracciglia ,Ciglia/Sopracciglia
Tatuaggio,Micropigmentazione labbra ,Balayage
Tatuaggio,Ritocco 'Se Serve ,Colore
Massaggio Corpo,Massaggio Linfodrenante,Massaggio
Massaggio Corpo,Massaggio Bioenergetico,Massaggio
Massaggio Corpo,Massaggio Anticellulite,Massaggio
Massaggio Corpo,Massaggio Drenante,Massaggio
Massaggio Corpo,Massaggio Rilassante,Massaggio
Massaggio Corpo,Massaggio Tonificante,Massaggio
Manicure,Manicure Dry Senza Smalto,Manicure
Manicure,Manicure Dry con Smalto Classico,Manicure
Manicure,Manicure Dry+ Smalto Semipermanente Monocolore,Manicure
Manicure,Manicure Dry + Refill Semipermanente Monocolore,Manicure
Manicure,Rimozione Semipermanente + Manicure Dry,Manicure
Manicure,Manicure Dry + Copertura Gel,Manicure
Manicure,Ricostruzione Corta,Manicure
Manicure,Ricostruzione Media,Manicure
Manicure,Ricostruzione Estrema ,Manicure
Manicure,Refill cìCorto,Manicure
Manicure,Refill Media Estrema,Manicure
Manicure,Rimozione Gel,Manicure
Manicure,Ricostruzione Singola Unghia,Manicure
Manicure,Nailart Semplice,Manicure
Manicure,Nailart Complessa,Manicure
Pedicure,Pedicure Estetico,Pedicure
Pedicure,Pedicure SPA 2.0,Pedicure
Pedicure,Pedicure Estetico + Semipermanente,Pedicure
Pedicure,Pedicure SPA 2.0 + Semipermanente ,Pedicure
Pedicure,Ricostruzione dell'Alluce,Trattamento capelli
Pedicure,Rimozione Calli,Manicure
Ciglia & Sopracciglia,Laminazione Ciglia,Ciglia/Sopracciglia
Ciglia & Sopracciglia,Laminazione Sopracciglia,Ciglia/Sopracciglia
Ciglia & Sopracciglia,Laminazione Ciglia + Sopracciglia,Ciglia/Sopracciglia
Ceretta,Labbro Superiore,Ceretta
Ceretta,Gambe Intere,Ceretta
Ceretta,Gambe + Inguine,Ceretta
Ceretta,Inguine Bikini,Ceretta
Ceretta,Inguine Integrale,Ceretta
Ceretta,Braccia,Ceretta
Ceretta,Gluteo,Ceretta
Ceretta,Metà Gamba Inferiore,Ceretta
Ceretta,Metà Gamba Superiore,Ceretta
Ceretta,Ascelle,Ceretta
Trattamenti Viso,Pulizia Viso,Trattamenti viso
Trattamenti Viso,Trattamento Illuminante,Trattamenti viso
Trattamenti Viso,Trattamento Anti-Age,Trattamenti viso
Trattamenti Viso,Check-Up,Makeup/Trucco
Trattamenti Viso,Trattamento agli Alfa-Idrossiacidi (Anti-Macchie),Trattamenti viso
Trattamenti Corpo,Scrub Viso/Corpo,Trattamenti Corpo
Trattamenti Corpo,"Massaggio GAG (Gambe, Addome, Glutei)",Massaggio
Trattamenti Corpo,Massaggio Total Boody Relax,Massaggio
Trattamenti Corpo,Massaggio Schiena Relax,Massaggio
Trattamenti Corpo,"Trattamento con Bendaggi (Drenanti, Riducenti, Tonificanti)",Trattamenti Corpo
